"","country.code","region","gdp","component","stimulus","check"
"331","SYR","MAF",NA,"General.spending",0,NA
"332","TCD","MAF",11273115239.4255,"General.spending",135277382.9,12.0000000023857
"333","TGO","MAF",5358722982.70893,"General.spending",22700000,4.2360838717072
"334","THA","ASIA",504992757704.997,"General.spending",58804912572,116.447041417478
"335","TJK","REF",7522947810.12326,"General.spending",0,0
"336","TKM","REF",40761142857.1429,"General.spending",2975563428.6,73.0000000007009
"337","TLS","ASIA",2.581e+09,"General.spending",0,0
"338","TTO","LAM",23808146747.7994,"General.spending",0,0
"339","TUN","MAF",39871132267.9361,"General.spending",268241694.58,6.72771700531105
"340","TUR","OECD+",771350330455.267,"General.spending",1.2e+07,0.0155571334142261
"341","TZA","MAF",58001200572.3965,"General.spending",384400000,6.62744902185595
"342","UGA","MAF",27461440192.3549,"General.spending",369300000,13.4479472821972
"343","UKR","REF",130832374404.882,"General.spending",8444700088,64.5459514620327
"344","URY","LAM",59596885024.3487,"General.spending",8e+08,13.4235203681057
"345","USA","OECD+",20544343456936.5,"General.spending",2.139e+09,0.104116250026856
"346","UZB","REF",50499921557.5105,"General.spending",0,0
"347","VEN","LAM",NA,"General.spending",0,NA
"348","VNM","ASIA",245213686369.157,"General.spending",11990062849.13,48.8963851352063
"349","WSM","OECD+",820491798.30076,"General.spending",25625367.67,31.2317170300425
"350","ZAF","MAF",368288939768.322,"General.spending",1.7e+07,0.0461594095404932
"351","ZMB","MAF",26720073435.9014,"General.spending",252434867.6,9.44738674485922
"352","ZWE","MAF",31000519447.175,"General.spending",2e+06,0.0645150479948572
"353","AFG","ASIA",19362969582.3643,"Liquidity.support",0,0
"354","AGO","MAF",105750987618.63,"Liquidity.support",0,0
"355","ALB","OECD+",15102500898.238,"Liquidity.support",240764891.5,15.9420544400093
"356","ARE","MAF",414178942592.479,"Liquidity.support",0,0
"357","ARG","LAM",519871519807.795,"Liquidity.support",8300000,0.0159654831698968
"358","ARM","REF",12433089919.0459,"Liquidity.support",0,0
"359","AUS","OECD+",1433904348500.12,"Liquidity.support",2.3e+07,0.0160401215213959
"360","AUT","OECD+",455285818035.125,"Liquidity.support",9782608.7,0.0214867415423102
"361","AZE","REF",46939529411.7647,"Liquidity.support",0,0
"362","BDI","MAF",3036931818.18182,"Liquidity.support",0,0
"363","BEL","OECD+",542761092103.469,"Liquidity.support",56521739130,104.137418750762
"364","BEN","MAF",10354274634.9108,"Liquidity.support",0,0
"365","BFA","MAF",14124775068.569,"Liquidity.support",0,0
"366","BGD","ASIA",274024958965.892,"Liquidity.support",6230066638,22.7353984889218
"367","BGR","OECD+",65132951116.4756,"Liquidity.support",0,0
"368","BHR","MAF",37746196808.5106,"Liquidity.support",0,0
"369","BHS","LAM",12424500000,"Liquidity.support",2e+07,1.60972272526057
"370","BIH","OECD+",20161865419.4327,"Liquidity.support",301752802.2,14.9665120722986
"371","BLR","REF",59662495092.2654,"Liquidity.support",0,0
"372","BLZ","LAM",1871203164.08274,"Liquidity.support",0,0
"373","BOL","LAM",40287647756.8741,"Liquidity.support",0,0
"374","BRA","LAM",1868626087908.48,"Liquidity.support",7.1e+07,0.0379958304443181
"375","BRB","LAM",5.145e+09,"Liquidity.support",0,0
"376","BRN","ASIA",13567351175.0315,"Liquidity.support",0,0
"377","BTN","ASIA",2446674101.3737,"Liquidity.support",0,0
"378","BWA","MAF",18616018903.4434,"Liquidity.support",98039455.98,5.26640290217291
"379","CAF","MAF",2219894701.95124,"Liquidity.support",0,0
"380","CAN","OECD+",1713341704877.01,"Liquidity.support",5e+07,0.0291827367872243
"381","CHE","OECD+",705140354166.312,"Liquidity.support",40904675063,58.0092669797088
"382","CHL","LAM",298231133532.749,"Liquidity.support",3e+09,10.0593119318663
"383","CHN","ASIA",13608151864637.9,"Liquidity.support",8e+07,0.00587882916032762
"384","CIV","MAF",43007047821.7541,"Liquidity.support",0,0
"385","CMR","MAF",38675205293.0462,"Liquidity.support",0,0
"386","COD","MAF",47227535290.9218,"Liquidity.support",0,0
"387","COG","MAF",11263682694.0393,"Liquidity.support",0,0
"388","COL","LAM",331047040087.878,"Liquidity.support",0,0
"389","COM","MAF",1177955048.65299,"Liquidity.support",0,0
"390","CPV","MAF",1976814276.50792,"Liquidity.support",32115245.29,16.2459598110209
"391","CRI","LAM",60130106115.6294,"Liquidity.support",0,0
"392","CUB","LAM",1.00023e+11,"Liquidity.support",0,0
"393","CYP","OECD+",24961988663.2026,"Liquidity.support",1630434.78,0.0653167022066429
"394","CZE","OECD+",245225882903.37,"Liquidity.support",36195652174,147.601271715118
"395","DEU","OECD+",3947620162502.96,"Liquidity.support",1.115e+09,0.282448653644793
"396","DJI","MAF",2955912228.22417,"Liquidity.support",0,0
"397","DNK","OECD+",355675329085.952,"Liquidity.support",10670259873,30.0000000011849
"398","DOM","LAM",85555390387.0355,"Liquidity.support",0,0
"399","DZA","MAF",173757952824.25,"Liquidity.support",171535720,0.98721075618048
"400","ECU","LAM",108398058000,"Liquidity.support",0,0
"401","EGY","MAF",250894760351.232,"Liquidity.support",0,0
"402","ERI","MAF",NA,"Liquidity.support",0,NA
"403","ESP","OECD+",1419041949909.82,"Liquidity.support",0,0
"404","EST","OECD+",30732144528.9795,"Liquidity.support",1684782609,54.8215113140347
"405","ETH","MAF",84355604752.5299,"Liquidity.support",0,0
"406","EU","EU",NA,"Liquidity.support",4.43e+08,NA
"407","FIN","OECD+",276743120515.764,"Liquidity.support",1826086957,6.59849088062871
"408","FJI","OECD+",5536759658.87012,"Liquidity.support",0,0
"409","FRA","OECD+",2777535239277.98,"Liquidity.support",3.8e+08,0.136811945579053
"410","GAB","MAF",16853589311.4139,"Liquidity.support",0,0
"411","GBR","OECD+",2855296731521.96,"Liquidity.support",1334166.67,0.000467260251892926
"412","GEO","REF",17599660629.0202,"Liquidity.support",402508046.1,22.8702163402118
"413","GHA","MAF",65556464048.1539,"Liquidity.support",0,0
"414","GMB","MAF",1632823198.95828,"Liquidity.support",0,0
"415","GNB","MAF",1458156026.16376,"Liquidity.support",0,0
"416","GNQ","MAF",13432377049.5402,"Liquidity.support",0,0
"417","GRC","OECD+",218031844583.994,"Liquidity.support",2173913043,9.97062170963071
"418","GTM","LAM",78460447919.9915,"Liquidity.support",0,0
"419","GUM","OECD+",5.92e+09,"Liquidity.support",0,0
"420","GUY","LAM",3878662620.77146,"Liquidity.support",0,0
"421","HKG","ASIA",362682018243.286,"Liquidity.support",0,0
"422","HND","LAM",23969890430.7882,"Liquidity.support",0,0
"423","HRV","OECD+",60971699315.1776,"Liquidity.support",0,0
"424","HTI","LAM",9658721168.86849,"Liquidity.support",0,0
"425","HUN","OECD+",157882912778.254,"Liquidity.support",6106324055,38.6762819835755
"426","IDN","ASIA",1042173300625.55,"Liquidity.support",1.3e+07,0.0124739330706294
"427","IND","ASIA",2718732231257.57,"Liquidity.support",1.45e+08,0.0533336819025128
"428","IRL","OECD+",382487490532.479,"Liquidity.support",5e+09,13.072322948495
"429","IRN","MAF",NA,"Liquidity.support",2.0372e+10,NA
"430","IRQ","MAF",224228010477.889,"Liquidity.support",0,0
"431","ISL","OECD+",25878475760.1131,"Liquidity.support",0,0
"432","ISR","MAF",370587977153.583,"Liquidity.support",11418837560,30.8127577362492
"433","ITA","OECD+",2083864259622.65,"Liquidity.support",5.83e+08,0.279768702451651
"434","JAM","LAM",15713908816.1463,"Liquidity.support",0,0
"435","JOR","MAF",42231295774.6479,"Liquidity.support",0,0
"436","JPN","OECD+",4971323079771.87,"Liquidity.support",1.169e+09,0.235148667918329
"437","KAZ","REF",179339994859.384,"Liquidity.support",0,0
"438","KEN","MAF",87908262519.9164,"Liquidity.support",0,0
"439","KGZ","REF",8092836608.78875,"Liquidity.support",0,0
"440","KHM","ASIA",24542474061.2426,"Liquidity.support",0,0
"441","KOR","ASIA",1619423701169.63,"Liquidity.support",1.49e+08,0.0920080395837017
"442","KWT","MAF",140645364238.411,"Liquidity.support",0,0
"443","LAO","ASIA",17953786416.1431,"Liquidity.support",0,0
"444","LBN","MAF",56639155555.5556,"Liquidity.support",0,0
"445","LBR","MAF",3.264e+09,"Liquidity.support",0,0
"446","LBY","MAF",48364208571.4286,"Liquidity.support",0,0
"447","LKA","ASIA",88900770857.6351,"Liquidity.support",0,0
"448","LSO","MAF",2738786277.79392,"Liquidity.support",33985576.64,12.4089918645917
"449","LTU","OECD+",53429066429.1251,"Liquidity.support",2.5e+09,46.7910103448337
"450","LUX","OECD+",70885325883.0941,"Liquidity.support",3913043478,55.2024474635765
"451","LVA","OECD+",34409229177.9105,"Liquidity.support",9e+08,26.155773363786
"452","MAC","ASIA",55084050789.7182,"Liquidity.support",0,0
"453","MAR","MAF",117921394402.361,"Liquidity.support",0,0
"454","MDA","REF",11443671435.9024,"Liquidity.support",0,0
"455","MDG","MAF",13853432868.227,"Liquidity.support",0,0
"456","MDV","ASIA",5327457149.72581,"Liquidity.support",0,0
"457","MEX","LAM",1220699479845.98,"Liquidity.support",5e+06,0.00409601223114379
"458","MKD","OECD+",12672131053.1578,"Liquidity.support",0,0
"459","MLI","MAF",17163432832.0957,"Liquidity.support",0,0
"460","MLT","OECD+",14553422928.8831,"Liquidity.support",0,0
"461","MMR","ASIA",71214803377.8284,"Liquidity.support",69939461.62,0.982091620037732
"462","MNE","OECD+",5504166666.66667,"Liquidity.support",0,0
"463","MNG","ASIA",13066749138.3261,"Liquidity.support",0,0
"464","MOZ","MAF",14717223206.9,"Liquidity.support",0,0
"465","MRT","MAF",5234817927.17087,"Liquidity.support",0,0
"466","MUS","MAF",14220348672.7333,"Liquidity.support",5893715.68,0.414456481738796
"467","MWI","MAF",7064971176.34408,"Liquidity.support",0,0
"468","MYS","ASIA",358581943446.259,"Liquidity.support",0,0
"469","NAM","MAF",14521711633.9533,"Liquidity.support",173795537.1,11.967978808617
"470","NCL","OECD+",NA,"Liquidity.support",0,NA
"471","NER","MAF",9290938457.2883,"Liquidity.support",0,0
"472","NGA","MAF",397269616080.908,"Liquidity.support",0,0
"473","NIC","LAM",13117845416.6297,"Liquidity.support",0,0
"474","NLD","OECD+",913658465709.125,"Liquidity.support",33260869565,36.4040512000127
"475","NOR","OECD+",434166615431.909,"Liquidity.support",0,0
"476","NPL","ASIA",29040398982.3466,"Liquidity.support",0,0
"477","NZL","OECD+",204923917869.355,"Liquidity.support",4220698722,20.5964182506545
"478","OMN","MAF",79276723016.9051,"Liquidity.support",0,0
"479","PAK","ASIA",314588210501.063,"Liquidity.support",0,0
"480","PAN","LAM",65055100000,"Liquidity.support",0,0
"481","PER","LAM",222044970486.217,"Liquidity.support",0,0
"482","PHL","ASIA",330910343610.956,"Liquidity.support",0,0
"483","PNG","ASIA",23497607690.1178,"Liquidity.support",0,0
"484","POL","OECD+",585663814824.044,"Liquidity.support",17899761337,30.56320176171
"485","PRI","LAM",101130900000,"Liquidity.support",0,0
"486","PRT","OECD+",240674524464.24,"Liquidity.support",0,0
"487","PRY","LAM",40496953779.071,"Liquidity.support",0,0
"488","PYF","OECD+",NA,"Liquidity.support",0,NA
"489","QAT","MAF",191362087912.088,"Liquidity.support",0,0
"490","ROU","OECD+",239552516744.469,"Liquidity.support",3805545102,15.8860576950622
"491","RUS","REF",1657554647149.87,"Liquidity.support",1.5e+07,0.00904947539786527
"492","RWA","MAF",9508715596.4368,"Liquidity.support",0,0
"493","SAU","MAF",786521831571.957,"Liquidity.support",6e+06,0.00762852314983843
"494","SDN","MAF",40851536133.7642,"Liquidity.support",0,0
"495","SEN","MAF",24129599551.7869,"Liquidity.support",0,0
"496","SGP","ASIA",364156657769.87,"Liquidity.support",14827537208,40.7174684071555
"497","SLB","OECD+",1395608472.01325,"Liquidity.support",0,0
"498","SLE","MAF",4085114794.22324,"Liquidity.support",0,0
"499","SLV","LAM",2.6057e+10,"Liquidity.support",0,0
"500","SOM","MAF",4720727278.18833,"Liquidity.support",0,0
"501","SRB","OECD+",50597289146.7041,"Liquidity.support",2635386098,52.0855196482729
"502","SUR","LAM",3590753768.84422,"Liquidity.support",0,0
"503","SVK","OECD+",105904632155.755,"Liquidity.support",0,0
"504","SVN","OECD+",54007972106.4629,"Liquidity.support",0,0
"505","SWE","OECD+",556086488936.559,"Liquidity.support",27034743096,48.6160761569668
"506","SWZ","MAF",4710618471.93167,"Liquidity.support",0,0
"507","SYR","MAF",NA,"Liquidity.support",0,NA
"508","TCD","MAF",11273115239.4255,"Liquidity.support",0,0
"509","TGO","MAF",5358722982.70893,"Liquidity.support",0,0
"510","THA","ASIA",504992757704.997,"Liquidity.support",0,0
"511","TJK","REF",7522947810.12326,"Liquidity.support",0,0
"512","TKM","REF",40761142857.1429,"Liquidity.support",1793490286,44.0000000070094
"513","TLS","ASIA",2.581e+09,"Liquidity.support",0,0
"514","TTO","LAM",23808146747.7994,"Liquidity.support",0,0
"515","TUN","MAF",39871132267.9361,"Liquidity.support",0,0
"516","TUR","OECD+",771350330455.267,"Liquidity.support",6.3e+07,0.0816749504246872
"517","TZA","MAF",58001200572.3965,"Liquidity.support",0,0
"518","UGA","MAF",27461440192.3549,"Liquidity.support",0,0
"519","UKR","REF",130832374404.882,"Liquidity.support",0,0
"520","URY","LAM",59596885024.3487,"Liquidity.support",0,0
"521","USA","OECD+",20544343456936.5,"Liquidity.support",5.1e+08,0.0248243513388015
"522","UZB","REF",50499921557.5105,"Liquidity.support",0,0
"523","VEN","LAM",NA,"Liquidity.support",0,NA
"524","VNM","ASIA",245213686369.157,"Liquidity.support",0,0
"525","WSM","OECD+",820491798.30076,"Liquidity.support",0,0
"526","ZAF","MAF",368288939768.322,"Liquidity.support",1.2e+07,0.0325831126168187
"527","ZMB","MAF",26720073435.9014,"Liquidity.support",0,0
"528","ZWE","MAF",31000519447.175,"Liquidity.support",0,0
"529","AFG","ASIA",19362969582.3643,"total",96814847.91,4.99999999990593
"530","AGO","MAF",105750987618.63,"total",4e+07,0.378247058497951
"531","ALB","OECD+",15102500898.238,"total",422870025.08,27.999999995321
"532","ARE","MAF",414178942592.479,"total",7215793056.5,17.421921576539
"533","ARG","LAM",519871519807.795,"total",20300000,0.039048109439627
"534","ARM","REF",12433089919.0459,"total",137900000,11.0913699569368
"535","AUS","OECD+",1433904348500.12,"total",1.33e+08,0.0927537461889417
"536","AUT","OECD+",455285818035.125,"total",48913043477.7,107.433707662571
"537","AZE","REF",46939529411.7647,"total",1946039745.08,41.4584417327425
"538","BDI","MAF",3036931818.18182,"total",78960227.27,25.9999999991019
"539","BEL","OECD+",542761092103.469,"total",72065217390,132.77520890584
"540","BEN","MAF",10354274634.9108,"total",270053031.68,26.0813085611503
"541","BFA","MAF",14124775068.569,"total",0,0
"542","BGD","ASIA",274024958965.892,"total",7277197069.2,26.5566943123082
"543","BGR","OECD+",65132951116.4756,"total",1367791973,20.9999999931527
"544","BHR","MAF",37746196808.5106,"total",1585340266.47,42.000000013579
"545","BHS","LAM",12424500000,"total",74547000,6
"546","BIH","OECD+",20161865419.4327,"total",1656985441.18,82.1841335962366
"547","BLR","REF",59662495092.2654,"total",0,0
"548","BLZ","LAM",1871203164.08274,"total",18712031.64,9.99999999955782
"549","BOL","LAM",40287647756.8741,"total",5.06e+08,12.5596808990583
"550","BRA","LAM",1868626087908.48,"total",1.95e+08,0.104354745586507
"551","BRB","LAM",5.145e+09,"total",0,0
"552","BRN","ASIA",13567351175.0315,"total",0,0
"553","BTN","ASIA",2446674101.3737,"total",43395924,17.736699781812
"554","BWA","MAF",18616018903.4434,"total",204776207.94,11.000000000114
"555","CAF","MAF",2219894701.95124,"total",42177999.34,19.0000000013183
"556","CAN","OECD+",1713341704877.01,"total",1.98e+08,0.115563637677408
"557","CHE","OECD+",705140354166.312,"total",74651031990.09,105.866912238132
"558","CHL","LAM",298231133532.749,"total",2.915e+10,97.7429809379677
"559","CHN","ASIA",13608151864637.9,"total",9.43e+08,0.0692966987273619
"560","CIV","MAF",43007047821.7541,"total",1032169147.8,24.0000000018114
"561","CMR","MAF",38675205293.0462,"total",150076163.57,3.88042319188371
"562","COD","MAF",47227535290.9218,"total",141682605.9,3.00000000057667
"563","COG","MAF",11263682694.0393,"total",180218923.1,15.999999999589
"564","COL","LAM",331047040087.878,"total",9269317122,27.9999999986087
"565","COM","MAF",1177955048.65299,"total",0,0
"566","CPV","MAF",1976814276.50792,"total",55666425.17,28.1596636727734
"567","CRI","LAM",60130106115.6294,"total",297847817.05,4.95338918040894
"568","CUB","LAM",1.00023e+11,"total",0,0
"569","CYP","OECD+",24961988663.2026,"total",1219920000.02,48.871106243964
"570","CZE","OECD+",245225882903.37,"total",46413043478,189.26649556111
"571","DEU","OECD+",3947620162502.96,"total",1.447e+09,0.366549956792839
"572","DJI","MAF",2955912228.22417,"total",0,0
"573","DNK","OECD+",355675329085.952,"total",38057260212.62,107.00000000119
"574","DOM","LAM",85555390387.0355,"total",5.76e+08,6.73248052979819
"575","DZA","MAF",173757952824.25,"total",519753231.59,2.9912485911693
"576","ECU","LAM",108398058000,"total",1.64e+08,1.51294223370681
"577","EGY","MAF",250894760351.232,"total",5628320.22,0.0224329922718227
"578","ERI","MAF",NA,"total",0,NA
"579","ESP","OECD+",1419041949909.82,"total",45322391304,31.9387254949582
"580","EST","OECD+",30732144528.9795,"total",2550000000.2,82.9750100190836
"581","ETH","MAF",84355604752.5299,"total",1.64e+09,19.4415060482489
"582","EU","EU",NA,"total",4.83e+08,NA
"583","FIN","OECD+",276743120515.764,"total",14217391305.1,51.3739647027292
"584","FJI","OECD+",5536759658.87012,"total",479068895.3,86.5251383148827
"585","FRA","OECD+",2777535239277.98,"total",5.04e+08,0.181455843610112
"586","GAB","MAF",16853589311.4139,"total",6.78e+08,40.2288193613946
"587","GBR","OECD+",2855296731521.96,"total",91657250.31,0.0321007793334124
"588","GEO","REF",17599660629.0202,"total",1538014813.22,87.3888903678039
"589","GHA","MAF",65556464048.1539,"total",3.1e+08,4.72874802662164
"590","GMB","MAF",1632823198.95828,"total",33500000,20.5166119769566
"591","GNB","MAF",1458156026.16376,"total",1700000,1.16585603289142
"592","GNQ","MAF",13432377049.5402,"total",16118852.46,1.20000000004108
"593","GRC","OECD+",218031844583.994,"total",26086956521.26,119.647460539693
"594","GTM","LAM",78460447919.9915,"total",2667655229,33.999999996435
"595","GUM","OECD+",5.92e+09,"total",0,0
"596","GUY","LAM",3878662620.77146,"total",0,0
"597","HKG","ASIA",362682018243.286,"total",36677935829,101.129733441586
"598","HND","LAM",23969890430.7882,"total",2396989043.1,100.000000000884
"599","HRV","OECD+",60971699315.1776,"total",0,0
"600","HTI","LAM",9658721168.86849,"total",135222096.37,14.0000000006048
"601","HUN","OECD+",157882912778.254,"total",9518982637.7,60.2914050051089
"602","IDN","ASIA",1042173300625.55,"total",4e+07,0.0383813325250134
"603","IND","ASIA",2718732231257.57,"total",1.9e+08,0.0698855142170857
"604","IRL","OECD+",382487490532.479,"total",14456521739,37.7960641768294
"605","IRN","MAF",NA,"total",6.019e+10,NA
"606","IRQ","MAF",224228010477.889,"total",2.5e+07,0.111493653030763
"607","ISL","OECD+",25878475760.1131,"total",2123726921,82.0653789924264
"608","ISR","MAF",370587977153.583,"total",26179773918,70.6438835902933
"609","ITA","OECD+",2083864259622.65,"total",6.51e+08,0.312400386442582
"610","JAM","LAM",15713908816.1463,"total",172852997,11.0000000014249
"611","JOR","MAF",42231295774.6479,"total",207042253.5,4.90257875592561
"612","JPN","OECD+",4971323079771.87,"total",1.964e+09,0.395065854398288
"613","KAZ","REF",179339994859.384,"total",9863482631.33,54.9987895285918
"614","KEN","MAF",87908262519.9164,"total",924960948.33,10.5218886349897
"615","KGZ","REF",8092836608.78875,"total",5.71e+08,70.5562249187014
"616","KHM","ASIA",24542474061.2426,"total",6e+07,2.44474130237553
"617","KOR","ASIA",1619423701169.63,"total",1.97e+08,0.121648213409324
"618","KWT","MAF",140645364238.411,"total",1.6e+09,11.3761303734676
"619","LAO","ASIA",17953786416.1431,"total",6360993.51,0.354298160987396
"620","LBN","MAF",56639155555.5556,"total",1094527363.18,19.3245706515948
"621","LBR","MAF",3.264e+09,"total",0,0
"622","LBY","MAF",48364208571.4286,"total",366309311.6,7.57397510307652
"623","LKA","ASIA",88900770857.6351,"total",40005346885.94,450.000000000047
"624","LSO","MAF",2738786277.79392,"total",143494656.93,52.3935212080821
"625","LTU","OECD+",53429066429.1251,"total",11739130435.38,219.714309456487
"626","LUX","OECD+",70885325883.0941,"total",11304347825.82,159.473737123864
"627","LVA","OECD+",34409229177.9105,"total",1999999999.97,58.1239408075415
"628","MAC","ASIA",55084050789.7182,"total",6665170146,121.000000008062
"629","MAR","MAF",117921394402.361,"total",3183877649,27.0000000011555
"630","MDA","REF",11443671435.9024,"total",0,0
"631","MDG","MAF",13853432868.227,"total",1.6e+08,11.5494839092888
"632","MDV","ASIA",5327457149.72581,"total",227408031.1,42.686036641647
"633","MEX","LAM",1220699479845.98,"total",1.4e+07,0.0114688342472026
"634","MKD","OECD+",12672131053.1578,"total",25344262.11,2.00000000029075
"635","MLI","MAF",17163432832.0957,"total",85817164.16,4.99999999997212
"636","MLT","OECD+",14553422928.8831,"total",1551956521.7,106.638591435417
"637","MMR","ASIA",71214803377.8284,"total",96726275.41,1.3582327103653
"638","MNE","OECD+",5504166666.66667,"total",210028336.3,38.1580626131718
"639","MNG","ASIA",13066749138.3261,"total",268210659.1,20.5261963982542
"640","MOZ","MAF",14717223206.9,"total",33153086.83,2.25267269266233
"641","MRT","MAF",5234817927.17087,"total",2.9e+08,55.3982973304153
"642","MUS","MAF",14220348672.7333,"total",365675589.29,25.7149524041673
"643","MWI","MAF",7064971176.34408,"total",7e+07,9.90803759177161
"644","MYS","ASIA",358581943446.259,"total",15518706429.01,43.2779918583263
"645","NAM","MAF",14521711633.9533,"total",604506216,41.6277523777982
"646","NCL","OECD+",NA,"total",0,NA
"647","NER","MAF",9290938457.2883,"total",0,0
"648","NGA","MAF",397269616080.908,"total",1437200000,3.6176942354114
"649","NIC","LAM",13117845416.6297,"total",0,0
"650","NLD","OECD+",913658465709.125,"total",97173913044,106.356933899342
"651","NOR","OECD+",434166615431.909,"total",19674146941.29,45.3147391853659
"652","NPL","ASIA",29040398982.3466,"total",0,0
"653","NZL","OECD+",204923917869.355,"total",25255000548.6,123.240863297865
"654","OMN","MAF",79276723016.9051,"total",0,0
"655","PAK","ASIA",314588210501.063,"total",9850270239.2,31.311631874287
"656","PAN","LAM",65055100000,"total",1.3e+09,19.9830605133187
"657","PER","LAM",222044970486.217,"total",3468627347.55,15.621283111951
"658","PHL","ASIA",330910343610.956,"total",11309985324.76,34.1783976932945
"659","PNG","ASIA",23497607690.1178,"total",1707818675,72.6805340153093
"660","POL","OECD+",585663814824.044,"total",66587112172.63,113.695110551837
"661","PRI","LAM",101130900000,"total",0,0
"662","PRT","OECD+",240674524464.24,"total",10760869565,44.7112945956973
"663","PRY","LAM",40496953779.071,"total",9.45e+08,23.3350884897515
"664","PYF","OECD+",NA,"total",0,NA
"665","QAT","MAF",191362087912.088,"total",20604395604.4,107.672297210018
"666","ROU","OECD+",239552516744.469,"total",8384338086,34.9999999997645
"667","RUS","REF",1657554647149.87,"total",4.7e+07,0.0283550229133112
"668","RWA","MAF",9508715596.4368,"total",313787614.7,33.0000000018494
"669","SAU","MAF",786521831571.957,"total",3.5e+07,0.0444997183740575
"670","SDN","MAF",40851536133.7642,"total",5299002521.16,129.713666184032
"671","SEN","MAF",24129599551.7869,"total",1689071968.54,69.9999999964739
"672","SGP","ASIA",364156657769.87,"total",68873910330.51,189.132640749452
"673","SLB","OECD+",1395608472.01325,"total",40113147.44,28.7424075193054
"674","SLE","MAF",4085114794.22324,"total",7500000,1.83593371980776
"675","SLV","LAM",2.6057e+10,"total",0,0
"676","SOM","MAF",4720727278.18833,"total",0,0
"677","SRB","OECD+",50597289146.7041,"total",5849758535.6,115.614070126147
"678","SUR","LAM",3590753768.84422,"total",148073479.64,41.2374362521832
"679","SVK","OECD+",105904632155.755,"total",2032608696,19.1928214528957
"680","SVN","OECD+",54007972106.4629,"total",7608695652.13,140.880972852145
"681","SWE","OECD+",556086488936.559,"total",67989502850,122.264259611883
"682","SWZ","MAF",4710618471.93167,"total",7552350.36,1.60326088920189
"683","SYR","MAF",NA,"total",0,NA
"684","TCD","MAF",11273115239.4255,"total",191061088.77,16.9483842497947
"685","TGO","MAF",5358722982.70893,"total",209700000,39.1324576166079
"686","THA","ASIA",504992757704.997,"total",77374884963,153.219791338474
"687","TJK","REF",7522947810.12326,"total",0,0
"688","TKM","REF",40761142857.1429,"total",5584276571.7,137.000000006659
"689","TLS","ASIA",2.581e+09,"total",0,0
"690","TTO","LAM",23808146747.7994,"total",0,0
"691","TUN","MAF",39871132267.9361,"total",268241694.58,6.72771700531105
"692","TUR","OECD+",771350330455.267,"total",7.5e+07,0.0972320838389133
"693","TZA","MAF",58001200572.3965,"total",387600000,6.68262029362999
"694","UGA","MAF",27461440192.3549,"total",369300000,13.4479472821972
"695","UKR","REF",130832374404.882,"total",9025571926.9,68.9857687591062
"696","URY","LAM",59596885024.3487,"total",8e+08,13.4235203681057
"697","USA","OECD+",20544343456936.5,"total",2.953e+09,0.143737861771531
"698","UZB","REF",50499921557.5105,"total",0,0
"699","VEN","LAM",NA,"total",0,NA
"700","VNM","ASIA",245213686369.157,"total",11990062849.13,48.8963851352063
"701","WSM","OECD+",820491798.30076,"total",25625367.67,31.2317170300425
"702","ZAF","MAF",368288939768.322,"total",3e+07,0.0814577815420468
"703","ZMB","MAF",26720073435.9014,"total",252434867.6,9.44738674485922
"704","ZWE","MAF",31000519447.175,"total",2e+06,0.0645150479948572
